Time,Signal
2024-05-24 17:36:19.090069,1
2024-05-24 17:36:19.110904,1
2024-05-24 17:36:19.139472,1
2024-05-24 17:36:19.164496,1
2024-05-24 17:36:24.187547,1
2024-05-24 17:36:24.215802,1
2024-05-24 17:36:24.242513,1
2024-05-24 17:36:24.262216,1
2024-05-24 17:36:24.291821,1
2024-05-24 17:36:24.312257,1
2024-05-24 17:36:24.340274,1
2024-05-24 17:36:24.368055,1
2024-05-24 17:36:24.395217,1
2024-05-24 17:36:24.417620,1
2024-05-24 17:36:24.444402,1
2024-05-24 17:36:24.470182,1
2024-05-24 17:36:24.490980,1
2024-05-24 17:36:24.520685,0
2024-05-24 17:36:24.546845,0
2024-05-24 17:36:24.568624,0
2024-05-24 17:36:24.591061,0
2024-05-24 17:36:24.611062,0
2024-05-24 17:36:24.629799,0
2024-05-24 17:36:24.650771,0
2024-05-24 17:36:24.672852,0
2024-05-24 17:36:24.698973,0
2024-05-24 17:36:24.721660,0
2024-05-24 17:36:24.747316,0
2024-05-24 17:36:24.769879,0
2024-05-24 17:36:24.791148,1
2024-05-24 17:36:24.812080,1
2024-05-24 17:36:24.832670,1
2024-05-24 17:36:24.854050,1
2024-05-24 17:36:24.881559,1
2024-05-24 17:36:24.901772,1
2024-05-24 17:36:24.922319,1
2024-05-24 17:36:24.944775,1
2024-05-24 17:36:24.964581,1
2024-05-24 17:36:24.992037,1
2024-05-24 17:36:25.020124,1
2024-05-24 17:36:25.041385,1
2024-05-24 17:36:25.060810,0
2024-05-24 17:36:25.082236,0
2024-05-24 17:36:25.104554,0
2024-05-24 17:36:25.129516,0
2024-05-24 17:36:25.150205,0
2024-05-24 17:36:25.172800,0
2024-05-24 17:36:25.194378,0
2024-05-24 17:36:25.214602,0
2024-05-24 17:36:25.242994,0
2024-05-24 17:36:25.269158,0
2024-05-24 17:36:25.290774,0
2024-05-24 17:36:25.311364,0
2024-05-24 17:36:25.332489,1
2024-05-24 17:36:25.362152,1
2024-05-24 17:36:25.388733,1
2024-05-24 17:36:25.415683,1
2024-05-24 17:36:25.441635,1
2024-05-24 17:36:25.465096,1
2024-05-24 17:36:25.492918,1
2024-05-24 17:36:25.521785,1
2024-05-24 17:36:25.549173,1
2024-05-24 17:36:25.576812,1
2024-05-24 17:36:25.602777,1
2024-05-24 17:36:25.630096,1
2024-05-24 17:36:25.651070,0
2024-05-24 17:36:25.672909,0
2024-05-24 17:36:25.695485,0
2024-05-24 17:36:25.721436,0
2024-05-24 17:36:25.742297,0
2024-05-24 17:36:25.768000,0
2024-05-24 17:36:25.790383,0
2024-05-24 17:36:25.812099,0
2024-05-24 17:36:25.833070,0
2024-05-24 17:36:25.858856,0
2024-05-24 17:36:25.881282,0
2024-05-24 17:36:25.901936,0
2024-05-24 17:36:25.924146,0
2024-05-24 17:36:25.950802,1
2024-05-24 17:36:25.977974,1
2024-05-24 17:36:25.998866,1
2024-05-24 17:36:26.019914,1
2024-05-24 17:36:26.041039,1
2024-05-24 17:36:26.069632,1
2024-05-24 17:36:26.097314,1
2024-05-24 17:36:26.125167,1
2024-05-24 17:36:26.151038,1
2024-05-24 17:36:26.177437,1
2024-05-24 17:36:26.202520,1
2024-05-24 17:36:26.229914,1
2024-05-24 17:36:26.262543,0
2024-05-24 17:36:26.282793,0
2024-05-24 17:36:26.305559,0
2024-05-24 17:36:26.333915,0
2024-05-24 17:36:26.361854,0
2024-05-24 17:36:26.389239,0
2024-05-24 17:36:26.415815,0
2024-05-24 17:36:26.438257,0
2024-05-24 17:36:26.464859,0
2024-05-24 17:36:26.492735,0
2024-05-24 17:36:26.520043,0
2024-05-24 17:36:26.540107,0
2024-05-24 17:36:26.562875,1
2024-05-24 17:36:26.588477,1
2024-05-24 17:36:26.610867,1
2024-05-24 17:36:26.645412,1
2024-05-24 17:36:26.664875,1
2024-05-24 17:36:26.685076,1
2024-05-24 17:36:26.706846,1
2024-05-24 17:36:26.729071,1
2024-05-24 17:36:26.762832,1
2024-05-24 17:36:26.786569,1
2024-05-24 17:36:26.811416,1
2024-05-24 17:36:26.840394,1
2024-05-24 17:36:26.866174,0
2024-05-24 17:36:26.886726,0
2024-05-24 17:36:26.907682,0
2024-05-24 17:36:26.930817,0
2024-05-24 17:36:26.957956,0
2024-05-24 17:36:26.978744,0
2024-05-24 17:36:27.000158,0
2024-05-24 17:36:27.025725,0
2024-05-24 17:36:27.047266,0
2024-05-24 17:36:27.069521,0
2024-05-24 17:36:27.089803,0
2024-05-24 17:36:27.109247,0
2024-05-24 17:36:27.132008,1
2024-05-24 17:36:27.152902,1
2024-05-24 17:36:27.178866,1
2024-05-24 17:36:27.205135,1
2024-05-24 17:36:27.228895,1
2024-05-24 17:36:27.255617,1
2024-05-24 17:36:27.275514,1
2024-05-24 17:36:27.298588,1
2024-05-24 17:36:27.323595,1
2024-05-24 17:36:27.353623,1
2024-05-24 17:36:27.374837,1
2024-05-24 17:36:27.401748,1
2024-05-24 17:36:27.428909,1
2024-05-24 17:36:27.449855,0
2024-05-24 17:36:27.472238,0
2024-05-24 17:36:27.492913,0
2024-05-24 17:36:27.518403,0
2024-05-24 17:36:27.540375,0
2024-05-24 17:36:27.562467,0
2024-05-24 17:36:27.590447,0
2024-05-24 17:36:27.617421,0
2024-05-24 17:36:27.643564,0
2024-05-24 17:36:27.665638,0
2024-05-24 17:36:27.686738,0
2024-05-24 17:36:27.708876,0
2024-05-24 17:36:27.736142,1
2024-05-24 17:36:27.764274,1
2024-05-24 17:36:27.785497,1
2024-05-24 17:36:27.811028,1
2024-05-24 17:36:27.833315,1
2024-05-24 17:36:27.862158,1
2024-05-24 17:36:27.888842,1
2024-05-24 17:36:27.916489,1
2024-05-24 17:36:27.944903,1
2024-05-24 17:36:27.972903,1
2024-05-24 17:36:28.001870,1
2024-05-24 17:36:28.025600,1
2024-05-24 17:36:28.047324,1
2024-05-24 17:36:28.076558,0
2024-05-24 17:36:28.104544,0
2024-05-24 17:36:28.130700,0
2024-05-24 17:36:28.151190,0
2024-05-24 17:36:28.172566,0
2024-05-24 17:36:33.192257,1
2024-05-24 17:36:33.221001,1
2024-05-24 17:36:33.243548,1
2024-05-24 17:36:33.268518,1
2024-05-24 17:36:33.290991,1
2024-05-24 17:36:33.319063,1
2024-05-24 17:36:33.348472,1
2024-05-24 17:36:33.374393,1
2024-05-24 17:36:33.402073,1
2024-05-24 17:36:33.430209,1
2024-05-24 17:36:33.456465,1
2024-05-24 17:36:33.478581,1
2024-05-24 17:36:33.504245,1
2024-05-24 17:36:33.526924,0
2024-05-24 17:36:33.554541,0
2024-05-24 17:36:33.574149,0
2024-05-24 17:36:33.594408,0
2024-05-24 17:36:33.615433,0
2024-05-24 17:36:33.636574,0
2024-05-24 17:36:33.660253,0
2024-05-24 17:36:33.686819,0
2024-05-24 17:36:33.715522,0
2024-05-24 17:36:33.742180,0
2024-05-24 17:36:33.761689,0
2024-05-24 17:36:33.783135,0
2024-05-24 17:36:33.805229,1
2024-05-24 17:36:33.832778,1
2024-05-24 17:36:33.851825,1
2024-05-24 17:36:33.872762,1
2024-05-24 17:36:33.894892,1
2024-05-24 17:36:33.916365,1
2024-05-24 17:36:33.942785,1
2024-05-24 17:36:33.964992,1
2024-05-24 17:36:33.985938,1
2024-05-24 17:36:34.013346,1
2024-05-24 17:36:34.034478,1
2024-05-24 17:36:34.069147,1
2024-05-24 17:36:34.096554,0
2024-05-24 17:36:34.124214,0
2024-05-24 17:36:34.145722,0
2024-05-24 17:36:34.165213,0
2024-05-24 17:36:34.187199,0
2024-05-24 17:36:34.215226,0
2024-05-24 17:36:34.236754,0
2024-05-24 17:36:34.264345,0
2024-05-24 17:36:34.292158,0
2024-05-24 17:36:34.319986,0
2024-05-24 17:36:34.348822,0
2024-05-24 17:36:34.373984,0
2024-05-24 17:36:34.395569,1
2024-05-24 17:36:34.424832,1
2024-05-24 17:36:34.457106,1
2024-05-24 17:36:34.477973,1
2024-05-24 17:36:34.505249,1
2024-05-24 17:36:34.527280,1
2024-05-24 17:36:34.555441,1
2024-05-24 17:36:34.583922,1
2024-05-24 17:36:34.609604,1
2024-05-24 17:36:34.631153,1
2024-05-24 17:36:34.660098,1
2024-05-24 17:36:34.687159,1
2024-05-24 17:36:34.713261,0
2024-05-24 17:36:34.735456,0
2024-05-24 17:36:34.764145,0
2024-05-24 17:36:34.791249,0
2024-05-24 17:36:34.812464,0
2024-05-24 17:36:34.837577,0
2024-05-24 17:36:34.860804,0
2024-05-24 17:36:34.887611,0
2024-05-24 17:36:34.908460,0
2024-05-24 17:36:34.931655,0
2024-05-24 17:36:34.957087,0
2024-05-24 17:36:34.986640,0
2024-05-24 17:36:35.013640,0
2024-05-24 17:36:35.040886,1
2024-05-24 17:36:35.062054,1
2024-05-24 17:36:35.087398,1
2024-05-24 17:36:35.111100,1
2024-05-24 17:36:35.137793,1
2024-05-24 17:36:35.173966,1
2024-05-24 17:36:35.201607,1
2024-05-24 17:36:35.228350,1
2024-05-24 17:36:35.257220,1
2024-05-24 17:36:35.284729,1
2024-05-24 17:36:35.310872,1
2024-05-24 17:36:35.331425,1
2024-05-24 17:36:35.353008,0
2024-05-24 17:36:35.374490,0
2024-05-24 17:36:35.394934,0
2024-05-24 17:36:35.416774,0
2024-05-24 17:36:35.445485,0
2024-05-24 17:36:35.471792,0
2024-05-24 17:36:35.492624,0
2024-05-24 17:36:35.513297,0
2024-05-24 17:36:35.540534,0
2024-05-24 17:36:35.560198,0
2024-05-24 17:36:35.583845,0
2024-05-24 17:36:35.609229,0
2024-05-24 17:36:35.631557,1
2024-05-24 17:36:35.652036,1
2024-05-24 17:36:35.678593,1
2024-05-24 17:36:35.700985,1
2024-05-24 17:36:35.722533,1
2024-05-24 17:36:35.750167,1
2024-05-24 17:36:35.777823,1
2024-05-24 17:36:35.805555,1
2024-05-24 17:36:35.826229,1
2024-05-24 17:36:35.848878,1
2024-05-24 17:36:35.875789,1
2024-05-24 17:36:35.901317,1
2024-05-24 17:36:35.921116,0
2024-05-24 17:36:35.950667,0
2024-05-24 17:36:35.970587,0
2024-05-24 17:36:35.992118,0
2024-05-24 17:36:36.020388,0
2024-05-24 17:36:36.047418,0
2024-05-24 17:36:36.074804,0
2024-05-24 17:36:36.104816,0
2024-05-24 17:36:36.132233,0
2024-05-24 17:36:36.159429,0
2024-05-24 17:36:36.187902,0
2024-05-24 17:36:36.214870,0
2024-05-24 17:36:36.241020,1
2024-05-24 17:36:36.270199,1
2024-05-24 17:36:36.298164,1
2024-05-24 17:36:36.325873,1
2024-05-24 17:36:36.354322,1
2024-05-24 17:36:36.381930,1
2024-05-24 17:36:36.402200,1
2024-05-24 17:36:36.428504,1
2024-05-24 17:36:36.450671,1
2024-05-24 17:36:36.471321,1
2024-05-24 17:36:36.493913,1
2024-05-24 17:36:36.513457,1
2024-05-24 17:36:36.533743,1
2024-05-24 17:36:36.554104,0
2024-05-24 17:36:36.575043,0
2024-05-24 17:36:36.595004,0
2024-05-24 17:36:36.618799,0
2024-05-24 17:36:36.644631,0
2024-05-24 17:36:36.666244,0
2024-05-24 17:36:36.694114,0
2024-05-24 17:36:36.721611,0
2024-05-24 17:36:36.742743,0
2024-05-24 17:36:36.778072,0
2024-05-24 17:36:36.803068,0
2024-05-24 17:36:36.824893,0
2024-05-24 17:36:36.845525,1
2024-05-24 17:36:36.866899,1
2024-05-24 17:36:36.894887,1
2024-05-24 17:36:36.922716,1
2024-05-24 17:36:36.944170,1
2024-05-24 17:36:36.972063,1
2024-05-24 17:36:36.998988,1
2024-05-24 17:36:37.019328,1
2024-05-24 17:36:37.039235,1
2024-05-24 17:36:37.061859,1
2024-05-24 17:36:37.083271,1
2024-05-24 17:36:37.111206,1
2024-05-24 17:36:37.139691,1
2024-05-24 17:36:37.166533,0
2024-05-24 17:36:37.194835,0
2024-05-24 17:36:42.214208,1
2024-05-24 17:36:42.235374,1
2024-05-24 17:36:42.256394,1
2024-05-24 17:36:42.277011,1
2024-05-24 17:36:42.306518,1
2024-05-24 17:36:42.332667,1
2024-05-24 17:36:42.360091,1
2024-05-24 17:36:42.386064,1
2024-05-24 17:36:42.408371,1
2024-05-24 17:36:42.436719,1
2024-05-24 17:36:42.466273,1
2024-05-24 17:36:42.492445,1
2024-05-24 17:36:42.520208,1
2024-05-24 17:36:42.547391,0
2024-05-24 17:36:42.576448,0
2024-05-24 17:36:42.604467,0
2024-05-24 17:36:42.630992,0
2024-05-24 17:36:42.659632,0
2024-05-24 17:36:42.686206,0
2024-05-24 17:36:42.709690,0
2024-05-24 17:36:42.736704,0
2024-05-24 17:36:42.764352,0
2024-05-24 17:36:42.791462,0
2024-05-24 17:36:42.817626,0
2024-05-24 17:36:42.846055,0
2024-05-24 17:36:42.868172,1
2024-05-24 17:36:42.896789,1
2024-05-24 17:36:42.923385,1
2024-05-24 17:36:42.951111,1
2024-05-24 17:36:42.973216,1
2024-05-24 17:36:43.000311,1
2024-05-24 17:36:43.026960,1
2024-05-24 17:36:43.048110,1
2024-05-24 17:36:43.075525,1
2024-05-24 17:36:43.096984,1
2024-05-24 17:36:43.125489,1
2024-05-24 17:36:43.152674,1
2024-05-24 17:36:43.171356,0
2024-05-24 17:36:43.192532,0
2024-05-24 17:36:43.215182,0
2024-05-24 17:36:43.235809,0
2024-05-24 17:36:43.262220,0
2024-05-24 17:36:43.282243,0
2024-05-24 17:36:43.305527,0
2024-05-24 17:36:43.331585,0
2024-05-24 17:36:43.354096,0
2024-05-24 17:36:43.375820,0
2024-05-24 17:36:43.402451,0
2024-05-24 17:36:43.429200,0
2024-05-24 17:36:43.451821,1
2024-05-24 17:36:43.477233,1
2024-05-24 17:36:43.498028,1
2024-05-24 17:36:43.519724,1
2024-05-24 17:36:43.549182,1
2024-05-24 17:36:43.569333,1
2024-05-24 17:36:43.597385,1
2024-05-24 17:36:43.625544,1
2024-05-24 17:36:43.652756,1
2024-05-24 17:36:43.677972,1
2024-05-24 17:36:43.698560,1
2024-05-24 17:36:43.728859,1
2024-05-24 17:36:43.755139,0
2024-05-24 17:36:43.775623,0
2024-05-24 17:36:43.799320,0
2024-05-24 17:36:43.826764,0
2024-05-24 17:36:43.853365,0
2024-05-24 17:36:43.879988,0
2024-05-24 17:36:43.902127,0
2024-05-24 17:36:43.931378,0
2024-05-24 17:36:43.958021,0
2024-05-24 17:36:43.986563,0
2024-05-24 17:36:44.013166,0
2024-05-24 17:36:44.039321,0
2024-05-24 17:36:44.062929,0
2024-05-24 17:36:44.090883,1
2024-05-24 17:36:44.119029,1
2024-05-24 17:36:44.146647,1
2024-05-24 17:36:44.172896,1
2024-05-24 17:36:44.200521,1
2024-05-24 17:36:44.221103,1
2024-05-24 17:36:44.250968,1
2024-05-24 17:36:44.277561,1
2024-05-24 17:36:44.304266,1
2024-05-24 17:36:44.327462,1
2024-05-24 17:36:44.352058,1
2024-05-24 17:36:44.373125,1
2024-05-24 17:36:44.394566,0
2024-05-24 17:36:44.417435,0
2024-05-24 17:36:44.437404,0
2024-05-24 17:36:44.465135,0
2024-05-24 17:36:44.485842,0
2024-05-24 17:36:44.506672,0
2024-05-24 17:36:44.536118,0
2024-05-24 17:36:44.563075,0
2024-05-24 17:36:44.589877,0
2024-05-24 17:36:44.618045,0
2024-05-24 17:36:44.646970,0
2024-05-24 17:36:44.674487,0
2024-05-24 17:36:44.699482,1
2024-05-24 17:36:44.720666,1
2024-05-24 17:36:44.749835,1
2024-05-24 17:36:44.779251,1
2024-05-24 17:36:44.805094,1
2024-05-24 17:36:44.830957,1
2024-05-24 17:36:44.855126,1
2024-05-24 17:36:44.882746,1
2024-05-24 17:36:44.909766,1
2024-05-24 17:36:44.937455,1
2024-05-24 17:36:44.964037,1
2024-05-24 17:36:44.992518,1
2024-05-24 17:36:45.020725,0
2024-05-24 17:36:45.047959,0
2024-05-24 17:36:45.076312,0
2024-05-24 17:36:45.104325,0
2024-05-24 17:36:45.131422,0
2024-05-24 17:36:45.158656,0
2024-05-24 17:36:45.186786,0
2024-05-24 17:36:45.207775,0
2024-05-24 17:36:45.228371,0
2024-05-24 17:36:45.249578,0
2024-05-24 17:36:45.270810,0
2024-05-24 17:36:45.290542,0
2024-05-24 17:36:45.310898,1
2024-05-24 17:36:45.330682,1
2024-05-24 17:36:45.352201,1
2024-05-24 17:36:45.375945,1
2024-05-24 17:36:45.402116,1
2024-05-24 17:36:45.430141,1
2024-05-24 17:36:45.450623,1
2024-05-24 17:36:45.478830,1
2024-05-24 17:36:45.500337,1
2024-05-24 17:36:45.527006,1
2024-05-24 17:36:45.554796,1
2024-05-24 17:36:45.582896,1
2024-05-24 17:36:45.604322,1
2024-05-24 17:36:45.630152,0
2024-05-24 17:36:45.649784,0
2024-05-24 17:36:45.672557,0
2024-05-24 17:36:45.701222,0
2024-05-24 17:36:45.727603,0
2024-05-24 17:36:45.748818,0
2024-05-24 17:36:45.769282,0
2024-05-24 17:36:45.797665,0
2024-05-24 17:36:45.826622,0
2024-05-24 17:36:45.851699,0
2024-05-24 17:36:45.873758,0
2024-05-24 17:36:45.895597,0
2024-05-24 17:36:45.915189,1
2024-05-24 17:36:45.938083,1
2024-05-24 17:36:45.964994,1
2024-05-24 17:36:45.985763,1
2024-05-24 17:36:46.007171,1
2024-05-24 17:36:46.026646,1
2024-05-24 17:36:46.046913,1
2024-05-24 17:36:46.067314,1
2024-05-24 17:36:46.089991,1
2024-05-24 17:36:46.117710,1
2024-05-24 17:36:46.138184,1
2024-05-24 17:36:46.159202,1
2024-05-24 17:36:46.187208,1
2024-05-24 17:36:46.207221,0
2024-05-24 17:36:51.235259,1
2024-05-24 17:36:51.264761,1
2024-05-24 17:36:51.289600,1
2024-05-24 17:36:51.310344,1
2024-05-24 17:36:51.331657,1
2024-05-24 17:36:51.354059,1
2024-05-24 17:36:51.373663,1
2024-05-24 17:36:51.395818,1
2024-05-24 17:36:51.421840,1
2024-05-24 17:36:51.442979,1
2024-05-24 17:36:51.463608,1
2024-05-24 17:36:51.484763,1
2024-05-24 17:36:51.511831,1
2024-05-24 17:36:51.533713,0
2024-05-24 17:36:51.553753,0
2024-05-24 17:36:51.575929,0
2024-05-24 17:36:51.604014,0
2024-05-24 17:36:51.624627,0
2024-05-24 17:36:51.651581,0
2024-05-24 17:36:51.671189,0
2024-05-24 17:36:51.693548,0
2024-05-24 17:36:51.722619,0
2024-05-24 17:36:51.743066,0
2024-05-24 17:36:51.762497,0
2024-05-24 17:36:51.783361,0
2024-05-24 17:36:51.803839,1
2024-05-24 17:36:51.826420,1
2024-05-24 17:36:51.846423,1
2024-05-24 17:36:51.875609,1
2024-05-24 17:36:51.901732,1
2024-05-24 17:36:51.924301,1
2024-05-24 17:36:51.950525,1
2024-05-24 17:36:51.977079,1
2024-05-24 17:36:51.998687,1
2024-05-24 17:36:52.019797,1
2024-05-24 17:36:52.041458,1
2024-05-24 17:36:52.069525,1
2024-05-24 17:36:52.088154,0
2024-05-24 17:36:52.109183,0
2024-05-24 17:36:52.129766,0
2024-05-24 17:36:52.151587,0
2024-05-24 17:36:52.173650,0
2024-05-24 17:36:52.200691,0
2024-05-24 17:36:52.221477,0
2024-05-24 17:36:52.243104,0
2024-05-24 17:36:52.270339,0
2024-05-24 17:36:52.297302,0
2024-05-24 17:36:52.319206,0
2024-05-24 17:36:52.347875,0
2024-05-24 17:36:52.372712,1
2024-05-24 17:36:52.393677,1
2024-05-24 17:36:52.414417,1
2024-05-24 17:36:52.437433,1
2024-05-24 17:36:52.463277,1
2024-05-24 17:36:52.485659,1
2024-05-24 17:36:52.514810,1
2024-05-24 17:36:52.545296,1
2024-05-24 17:36:52.571152,1
2024-05-24 17:36:52.596995,1
2024-05-24 17:36:52.623018,1
2024-05-24 17:36:52.645141,1
2024-05-24 17:36:52.674534,0
2024-05-24 17:36:52.701312,0
2024-05-24 17:36:52.729398,0
2024-05-24 17:36:52.755001,0
2024-05-24 17:36:52.776550,0
2024-05-24 17:36:52.804163,0
2024-05-24 17:36:52.827219,0
2024-05-24 17:36:52.857854,0
2024-05-24 17:36:52.882379,0
2024-05-24 17:36:52.910148,0
2024-05-24 17:36:52.936281,0
2024-05-24 17:36:52.956880,0
2024-05-24 17:36:52.977971,0
2024-05-24 17:36:53.000612,1
2024-05-24 17:36:53.025695,1
2024-05-24 17:36:53.047358,1
2024-05-24 17:36:53.073502,1
2024-05-24 17:36:53.097594,1
2024-05-24 17:36:53.123698,1
2024-05-24 17:36:53.150875,1
2024-05-24 17:36:53.172417,1
2024-05-24 17:36:53.200618,1
2024-05-24 17:36:53.221031,1
2024-05-24 17:36:53.249668,1
2024-05-24 17:36:53.276930,1
2024-05-24 17:36:53.298538,0
2024-05-24 17:36:53.326076,0
2024-05-24 17:36:53.354602,0
2024-05-24 17:36:53.381072,0
2024-05-24 17:36:53.409968,0
2024-05-24 17:36:53.436405,0
2024-05-24 17:36:53.459247,0
2024-05-24 17:36:53.486545,0
2024-05-24 17:36:53.513128,0
2024-05-24 17:36:53.534501,0
2024-05-24 17:36:53.555627,0
2024-05-24 17:36:53.584546,0
2024-05-24 17:36:53.611193,1
2024-05-24 17:36:53.637815,1
2024-05-24 17:36:53.660390,1
2024-05-24 17:36:53.686085,1
2024-05-24 17:36:53.706153,1
2024-05-24 17:36:53.735992,1
2024-05-24 17:36:53.757127,1
2024-05-24 17:36:53.784334,1
2024-05-24 17:36:53.812448,1
2024-05-24 17:36:53.840192,1
2024-05-24 17:36:53.866222,1
2024-05-24 17:36:53.887655,1
2024-05-24 17:36:53.908446,0
